Время,A * B
(mс),(?)

-1.00015849,-0.04712165
-0.99983849,-0.05594582
-0.99951849,-0.07359415
-0.99919849,-0.07932828
-0.99887849,-0.09124249
-0.99855849,-0.10006670
-0.99823849,-0.11330160
-0.99791849,-0.12653920
-0.99759849,-0.13537820
-0.99727849,-0.14420240
-0.99695849,-0.15302650
-0.99663849,-0.16185070
-0.99631849,-0.17508690
-0.99599849,-0.17949900
-0.99567849,-0.18832320
-0.99535849,-0.19273530
-0.99503849,-0.20597150
-0.99471849,-0.20597150
-0.99439849,-0.21479570
-0.99407849,-0.21920780
-0.99375849,-0.22361980
-0.99343849,-0.22803190
-0.99311849,-0.23244400
-0.99279849,-0.23244400
-0.99247849,-0.24115890
-0.99215849,-0.25031390
-0.99183849,-0.23685610
-0.99151849,-0.25031390
-0.99119849,-0.25031390
-0.99087849,-0.24126820
-0.99055849,-0.24573640
-0.99023849,-0.24115890
-0.98991849,-0.24987370
-0.98959849,-0.23658140
-0.98927849,-0.23658140
-0.98895849,-0.23200390
-0.98863849,-0.22742640
-0.98831849,-0.23090200
-0.98799849,-0.21827140
-0.98767849,-0.20911640
-0.98735849,-0.20718740
-0.98703849,-0.20244450
-0.98671849,-0.19295870
-0.98639849,-0.18347280
-0.98607849,-0.17398700
-0.98575849,-0.16450110
-0.98543849,-0.15501530
-0.98511849,-0.14077050
-0.98479849,-0.13128470
-0.98447849,-0.12179890
-0.98415849,-0.10757010
-0.98383849,-0.09808425
-0.98351849,-0.07911257
-0.98319849,-0.07436964
-0.98287849,-0.06223841
-0.98255849,-0.04591211
-0.98223849,-0.03642627
-0.98191849,-0.02219751
-0.98159849,-0.01315501
-0.98127849,0.00647835
-0.98095849,0.01629503
-0.98063849,0.03102005
-0.98031849,0.04574506
-0.97999849,0.06047008
-0.97967849,0.07028677
-0.97935849,0.08501179
-0.97903849,0.09973679
-0.97871849,0.10955350
-0.97839849,0.11937020
-0.97807849,0.13409520
-0.97775849,0.14391190
-0.97743849,0.15372850
-0.97711849,0.16847010
-0.97679849,0.17828680
-0.97647849,0.18810340
-0.97615849,0.19792010
-0.97583849,0.20773680
-0.97551849,0.21264510
-0.97519849,0.22246180
-0.97487849,0.24010670
-0.97455849,0.23227850
-0.97423849,0.25025420
-0.97391849,0.25532790
-0.97359849,0.26040170
-0.97327849,0.26547550
-0.97295849,0.27054920
-0.97263849,0.27054920
-0.97231849,0.27054920
-0.97199849,0.27562300
-0.97167849,0.28069670
-0.97135849,0.27562300
-0.97103849,0.27562300
-0.97071849,0.27562300
-0.97039849,0.27562300
-0.97007849,0.27936990
-0.96975849,0.26547550
-0.96943849,0.27413070
-0.96911849,0.26040170
-0.96879849,0.25532790
-0.96847849,0.25841310
-0.96815849,0.25317400
-0.96783849,0.24269560
-0.96751849,0.23745640
-0.96719849,0.22697810
-0.96687849,0.21649970
-0.96655849,0.20602140
-0.96623849,0.20171700
-0.96591849,0.19631240
-0.96559849,0.18009860
-0.96527849,0.16927120
-0.96495849,0.15846200
-0.96463849,0.14765280
-0.96431849,0.13143900
-0.96399849,0.11522520
-0.96367849,0.10441610
-0.96335849,0.09360687
-0.96303849,0.07739308
-0.96271849,0.06117929
-0.96239849,0.04496551
-0.96207849,0.02875172
-0.96175849,0.01794253
-0.96143849,0.00172874
-0.96111849,-0.00908045
-0.96079849,-0.02529423
-0.96047849,-0.04150802
-0.96015849,-0.05772181
-0.95983849,-0.07393559
-0.95951849,-0.08474478
-0.95919849,-0.10095860
-0.95887849,-0.11176780
-0.95855849,-0.13189870
-0.95823849,-0.14303870
-0.95791849,-0.15974870
-0.95759849,-0.17090750
-0.95727849,-0.18204760
-0.95695849,-0.19318760
-0.95663849,-0.20989770
-0.95631849,-0.21546770
-0.95599849,-0.22660770
-0.95567849,-0.23774770
-0.95535849,-0.24888770
-0.95503849,-0.26201470
-0.95471849,-0.26559780
-0.95439849,-0.27922090
-0.95407849,-0.28495640
-0.95375849,-0.29069180
-0.95343849,-0.28787790
-0.95311849,-0.30216270
