Время,A * B
(mс),(?)

-1.00015430,-0.04110829
-0.99983430,-0.05384829
-0.99951430,-0.06658829
-0.99919430,-0.07508162
-0.99887430,-0.08782162
-0.99855430,-0.10447870
-0.99823430,-0.11330290
-0.99791430,-0.12212710
-0.99759430,-0.13537820
-0.99727430,-0.14420240
-0.99695430,-0.15302650
-0.99663430,-0.16185070
-0.99631430,-0.17067490
-0.99599430,-0.17949900
-0.99567430,-0.18832320
-0.99535430,-0.19273530
-0.99503430,-0.20155940
-0.99471430,-0.20597150
-0.99439430,-0.21479570
-0.99407430,-0.21920780
-0.99375430,-0.21920780
-0.99343430,-0.22803190
-0.99311430,-0.23244400
-0.99279430,-0.23244400
-0.99247430,-0.24573640
-0.99215430,-0.23685610
-0.99183430,-0.24126820
-0.99151430,-0.25031390
-0.99119430,-0.25031390
-0.99087430,-0.24573640
-0.99055430,-0.23685610
-0.99023430,-0.24573640
-0.98991430,-0.24115890
-0.98959430,-0.24115890
-0.98927430,-0.23658140
-0.98895430,-0.23200390
-0.98863430,-0.23564490
-0.98831430,-0.23090200
-0.98799430,-0.21827140
-0.98767430,-0.21667330
-0.98735430,-0.19996130
-0.98703430,-0.20244450
-0.98671430,-0.18622890
-0.98639430,-0.18821570
-0.98607430,-0.17398700
-0.98575430,-0.16450110
-0.98543430,-0.15501530
-0.98511430,-0.14552940
-0.98479430,-0.13128470
-0.98447430,-0.12179890
-0.98415430,-0.10757010
-0.98383430,-0.09808425
-0.98351430,-0.08859841
-0.98319430,-0.07436964
-0.98287430,-0.06014088
-0.98255430,-0.04751339
-0.98223430,-0.03642627
-0.98191430,-0.02219751
-0.98159430,-0.00796875
-0.98127430,0.00157001
-0.98095430,0.01629503
-0.98063430,0.03102005
-0.98031430,0.04083673
-0.97999430,0.05556174
-0.97967430,0.07028677
-0.97935430,0.08501179
-0.97903430,0.09482846
-0.97871430,0.10464510
-0.97839430,0.11937020
-0.97807430,0.12918680
-0.97775430,0.14391190
-0.97743430,0.15372850
-0.97711430,0.16356170
-0.97679430,0.17337840
-0.97647430,0.18319510
-0.97615430,0.19301180
-0.97583430,0.20966410
-0.97551430,0.21264510
-0.97519430,0.22995910
-0.97487430,0.22737020
-0.97455430,0.24010670
-0.97423430,0.24518040
-0.97391430,0.24700350
-0.97359430,0.26040170
-0.97327430,0.26547550
-0.97295430,0.26547550
-0.97263430,0.27054920
-0.97231430,0.27054920
-0.97199430,0.27562300
-0.97167430,0.27562300
-0.97135430,0.28069670
-0.97103430,0.28069670
-0.97071430,0.27562300
-0.97039430,0.27562300
-0.97007430,0.27054920
-0.96975430,0.27054920
-0.96943430,0.27413070
-0.96911430,0.26040170
-0.96879430,0.25532790
-0.96847430,0.25025420
-0.96815430,0.25317400
-0.96783430,0.24793480
-0.96751430,0.23745640
-0.96719430,0.22697810
-0.96687430,0.22173890
-0.96655430,0.20602140
-0.96623430,0.20078220
-0.96591430,0.19631240
-0.96559430,0.17982550
-0.96527430,0.17467580
-0.96495430,0.15846200
-0.96463430,0.14765280
-0.96431430,0.13684360
-0.96399430,0.12062980
-0.96367430,0.10982060
-0.96335430,0.09360687
-0.96303430,0.07739308
-0.96271430,0.06117929
-0.96239430,0.05037010
-0.96207430,0.03415632
-0.96175430,0.01794253
-0.96143430,0.00713334
-0.96111430,-0.01448504
-0.96079430,-0.02529423
-0.96047430,-0.04150802
-0.96015430,-0.05231721
-0.95983430,-0.06853100
-0.95951430,-0.08176856
-0.95919430,-0.09555397
-0.95887430,-0.11176780
-0.95855430,-0.12257700
-0.95823430,-0.14303870
-0.95791430,-0.15417870
-0.95759430,-0.17090750
-0.95727430,-0.18204760
-0.95695430,-0.19318760
-0.95663430,-0.20432760
-0.95631430,-0.21546770
-0.95599430,-0.22660770
-0.95567430,-0.23774770
-0.95535430,-0.24331770
-0.95503430,-0.25445770
-0.95471430,-0.26002780
-0.95439430,-0.27922090
-0.95407430,-0.27673780
-0.95375430,-0.28230780
-0.95343430,-0.28787790
-0.95311430,-0.30216270
