Частота,A * B
(kГц),(?)

0.00000000,0.00167300
0.02384186,0.00063543
0.04768372,0.00007031
0.07152557,0.00005947
0.09536743,0.00008861
0.11920929,0.00009014
0.14305115,0.00004789
0.16689301,0.00004791
0.19073486,0.00002079
0.21457672,0.00009050
0.23841858,0.00006418
0.26226044,0.00004866
0.28610229,0.00026095
0.30994415,0.00044784
0.33378601,0.00099631
0.35762787,0.00103229
0.38146973,0.00035107
0.40531158,0.00004559
0.42915344,0.00002885
0.45299530,0.00004061
0.47683716,0.00006331
0.50067902,0.00012727
0.52452087,0.00009264
0.54836273,0.00006375
0.57220459,0.00003048
0.59604645,0.00003613
0.61988831,0.00049086
0.64373016,0.00148727
0.66757202,0.00141523
0.69141388,0.00049702
0.71525574,0.00021582
0.73909760,0.00005121
0.76293945,0.00006192
0.78678131,0.00009081
0.81062317,0.00003193
0.83446503,0.00005524
0.85830688,0.00005007
0.88214874,0.00002301
0.90599060,0.00003455
0.92983246,0.00004780
0.95367432,0.00035181
0.97751617,0.00223919
1.00135803,0.00359259
1.02519989,0.00203414
1.04904175,0.00033251
1.07288361,0.00004690
1.09672546,0.00006543
1.12056732,0.00005186
1.14440918,0.00004691
1.16825104,0.00003979
1.19209290,0.00003382
1.21593475,0.00006171
1.23977661,0.00002125
1.26361847,0.00007375
1.28746033,0.00024234
1.31130219,0.00036228
1.33514404,0.00048470
1.35898590,0.00049399
1.38282776,0.00015119
1.40666962,0.00001741
1.43051147,0.00006340
1.45435333,0.00003594
1.47819519,0.00008118
1.50203705,0.00011424
1.52587891,0.00008259
1.54972076,0.00008627
1.57356262,0.00008421
1.59740448,0.00001478
1.62124634,0.00062909
1.64508820,0.00185640
1.66893005,0.00166424
1.69277191,0.00044822
1.71661377,0.00018587
1.74045563,0.00005164
1.76429749,0.00005350
1.78813934,0.00005709
1.81198120,0.00003104
1.83582306,0.00007068
1.85966492,0.00003953
1.88350677,0.00007550
1.90734863,0.00005263
1.93119049,0.00002757
1.95503235,0.00086444
1.97887421,0.00441746
2.00271606,0.00657342
2.02655792,0.00350603
2.05039978,0.00051857
2.07424164,0.00004215
2.09808350,0.00004849
2.12192535,0.00004360
2.14576721,0.00001375
2.16960907,0.00000821
2.19345093,0.00008700
2.21729279,0.00011744
2.24113464,0.00005236
2.26497650,0.00002876
2.28881836,0.00020157
2.31266022,0.00042138
2.33650208,0.00031581
2.36034393,0.00016352
2.38418579,0.00010917
2.40802765,0.00003547
2.43186951,0.00003584
2.45571136,0.00003890
2.47955322,0.00004882
2.50339508,0.00010596
2.52723694,0.00007391
2.55107880,0.00006473
2.57492065,0.00003500
2.59876251,0.00006783
2.62260437,0.00073472
2.64644623,0.00202584
2.67028809,0.00176645
2.69412994,0.00050596
2.71797180,0.00019271
2.74181366,0.00009801
2.76565552,0.00008353
2.78949738,0.00005201
2.81333923,0.00003332
2.83718109,0.00006961
2.86102295,0.00004552
2.88486481,0.00007219
2.90870667,0.00006538
2.93254852,0.00000678
2.95639038,0.00139635
2.98023224,0.00640609
3.00407410,0.00893420
3.02791595,0.00445180
3.05175781,0.00057697
3.07559967,0.00007602
3.09944153,0.00009252
3.12328339,0.00005090
3.14712524,0.00001981
