01.01.2007   N1106
Образец: "Lu"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2284    67,2    1144    33,6
   2289     134    1146    67,2
   2294    67,2    1149    33,6
   2299     101    1151     0,0
   2304    67,2    1154    33,6
   2309    33,6    1156    33,6
   2314    33,6    1159    33,6
   2319    33,6    1161     0,0
   2324    67,2    1164    33,6
   2329     101    1166    33,6
   2334    33,6    1169    33,6
   2339     0,0    1171    67,2
   2344    67,2    1174    33,6
   2349     101    1176     101
   2354     101    1179     101
   2359    33,6    1181     202
   2364    67,2    1184    67,2
   2369    67,2    1186     101
   2374     101    1189    33,6
   2379     101    1191    33,6
   2384    33,6    1194     0,0
   2389    33,6    1196    67,2
   2394    67,2    1199    33,6
   2399     0,0    1201     0,0
   2404     101    1204    67,2
   2409    33,6    1206    33,6
   2414    67,2    1209     0,0
   2419    33,6    1211    33,6
   2424     101    1214    33,6
   2429    33,6    1216     202
   2434    33,6    1218     470
   2439     101    1221     571
   2444     0,0    1223     336
   2449    33,6    1226     101
   2454    67,2    1229     0,0
   2459    33,6    1231    33,6
   2464    33,6    1234    67,2
   2469    67,2    1236     0,0
   2474     101    1238    33,6
   2479     0,0    1241     0,0
   2484    67,2    1243    33,6
   2489    33,6    1246     0,0
   2494    33,6    1248    33,6
   2499    67,2    1251     0,0
   2504    33,6    1253     0,0
   2509    33,6    1256    33,6
   2514    33,6    1258    33,6
   2519    67,2    1261     0,0
   2524     0,0    1263    33,6
   2529    33,6    1266     0,0
   2534    33,6    1268    33,6
   2539    67,2    1271     0,0
   2544     0,0    1273     0,0
   2549    67,2    1276    67,2
   2554     0,0    1278    33,6
   2559    33,6    1281     0,0
   2564     0,0    1283    67,2
   2569     0,0    1286     0,0
   2574    33,6    1288    67,2
   2579     134    1291    33,6
   2584     0,0    1293    33,6
   2589    33,6    1296    67,2
   2594    67,2    1298    33,6
   2599    33,6    1301    33,6
   2604     0,0    1303     0,0
   2609     0,0    1306     0,0
   2614     0,0    1308     0,0
   2619    33,6    1311    33,6
   2624    67,2    1313     0,0
   2629    67,2    1316    33,6
   2634     0,0    1318     0,0
   2639    33,6    1321    33,6
   2644    33,6    1323    33,6
   2649     0,0    1326     0,0
   2654     101    1328     0,0
   2659     0,0    1331    33,6
   2664    33,6    1333    67,2
   2669     0,0    1336     0,0
   2674    33,6    1338     0,0
   2679    33,6    1340    67,2
   2684     0,0    1343     0,0
   2689    67,2    1345     0,0
   2694     101    1348    67,2
   2699    33,6    1351     0,0
   2704     0,0    1353    67,2
   2709     0,0    1356     0,0
   2714     0,0    1358     134
   2719    33,6    1360    33,6
   2724     0,0    1363     101
   2729     101    1365     403
   2734     101    1368    1176
   2739     101    1370     806
   2744    67,2    1373     134
   2749     101    1375    67,2
   2754    33,6    1378    33,6
   2759    67,2    1380     101
   2764    33,6    1383    33,6
   2769    67,2    1385     0,0
   2774    67,2    1388    33,6
   2779     0,0    1390     101
   2784     0,0    1393     101
   2789     101    1395    67,2
   2794    33,6    1398     437
   2799     0,0    1400     370
   2804    33,6    1403     470
   2809     0,0    1405    67,2
   2814     0,0    1408     0,0
   2819    67,2    1410    33,6
   2824     0,0    1413     101
   2829     0,0    1415     101
   2834    33,6    1418     538
