01.01.2007   N1106
Образец: "Nd"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2294     0,0    1149    33,6
   2299     101    1151     0,0
   2304    33,6    1154     0,0
   2309     0,0    1156     0,0
   2314    67,2    1159     0,0
   2319    33,6    1161     0,0
   2324    33,6    1164    33,6
   2329    67,2    1166    33,6
   2334    67,2    1169     0,0
   2339    33,6    1171     0,0
   2344     0,0    1174     0,0
   2349     134    1176     0,0
   2350    89,0    1177     9,0
   2351     126    1177     8,0
   2352     123    1178     6,0
   2353     152    1178     6,0
   2354     156    1179    11,0
   2355     190    1179     9,0
   2356     214    1180     6,0
   2357     253    1180    10,0
   2358     339    1181    16,0
   2359     519    1181     9,0
   2360     764    1182     7,0
   2361    1169    1182     8,0
   2362    1757    1183     4,0
   2363    2374    1183    12,0
   2364    2875    1184     9,0
   2365    3470    1184    13,0
   2366    3828    1185    10,0
   2367    4036    1185    13,0
   2368    4210    1186    17,0
   2369    4270    1186    15,0
   2370    4216    1187     9,0
   2371    4135    1187     7,0
   2372    4042    1188    15,0
   2373    3814    1188     9,0
   2374    3781    1189     9,0
   2375    3613    1189     9,0
   2376    3226    1190    11,0
   2377    2895    1190     2,0
   2378    2419    1191    12,0
   2379    1995    1191     5,0
   2380    1627    1192     7,0
   2381    1283    1192     5,0
   2382    1108    1193     6,0
   2383     953    1193     5,0
   2384     729    1194     4,0
   2385     665    1194     6,0
   2386     556    1195     8,0
   2387     468    1195     2,0
   2388     415    1196    10,0
   2389     314    1196     4,0
   2390     239    1197    10,0
   2391     188    1197     8,0
   2392     181    1198     8,0
   2393     133    1198     7,0
   2394     111    1199     6,0
   2395    96,0    1199    11,0
   2396    86,0    1200     9,0
   2397    59,0    1200     6,0
   2398    89,0    1201     7,0
   2399    78,0    1201     9,0
   2400    73,0    1202     7,0
   2404    33,6    1204    33,6
   2409     134    1206     0,0
   2414    33,6    1209     0,0
   2419    67,2    1211     0,0
   2424     0,0    1214     0,0
   2429     0,0    1216     0,0
   2434     0,0    1218     0,0
   2439     0,0    1221     0,0
   2444    67,2    1223     0,0
   2449    33,6    1226     0,0
   2454     0,0    1229     0,0
   2459     0,0    1231     0,0
   2464     101    1234    33,6
   2469     0,0    1236    33,6
   2474    67,2    1238     0,0
   2479    33,6    1241     0,0
   2484    33,6    1243     0,0
   2489     0,0    1246    33,6
   2494     0,0    1248     0,0
   2499    33,6    1251     0,0
   2504     0,0    1253     0,0
   2509     0,0    1256    33,6
